cat_or_group,base,dark,clinical-depression
dark,-0.4842045066851661,-0.33780733754814024,0.19120899907535788
prosocial,0.46943295283617864,0.34020895144687635,0.4256353090361247
depression,0.44015256718210255,0.12255316189650878,0.3599614710044816
agentic,0.6217081465244534,0.554296332369082,-0.11751086351726675
harmful_generic,-1.5563946416449592,-1.0659499918343651,-0.6088963681060219
neutral,0.5093054817873911,0.3866988836700375,-0.25039854749267526
