cat_or_group,base,dark,clinical-depression
dark,-0.2440746452425185,0.6388895871711413,-0.48966013727811425
prosocial,0.5534859507456095,0.9836551196244031,0.2496150113499516
depression,-0.2071017780600883,0.5984916924587421,0.10967582905587878
agentic,0.4880490645313184,0.593374146205598,0.6104172983539516
harmful_generic,-2.767082294745359,-1.6189185915849562,-2.4240823904444215
neutral,0.7341104667910837,0.38087469456681894,0.22525083487930422
