cat_or_group,base,dark,clinical-depression
dark,-0.7359803745063865,-0.7081574085596855,0.0196284714367902
prosocial,0.2775246681989532,0.1167565051532288,-0.32954062031811693
depression,-0.20770400856704058,-0.7989562140019869,-0.052669783321363274
agentic,0.7671523333745819,0.8534675675686642,0.47496174038097716
harmful_generic,-1.9123705787857073,-0.32070103426155055,-1.29264333241963
neutral,0.07617020647221624,0.2091013146894664,-0.8128410434002855
